Policy_ID,Customer_Age,Gender,City,State,Policy_Type,Premium_Amount,Sum_Assured,Policy_Term_Years,Payment_Mode,Policy_Status,Claim_Status,Claim_Amount,Agent_ID,Policy_Start_Date,Age_Group,Year,Month
LIC104468,40,Male,Delhi,Delhi,ULIP,71400,1481000,15,Half-Yearly,Active,Not Claimed,0,AG1214,2021-09-05,36-45,2021,2021-09
LIC104469,52,Female,Kochi,Kerala,Whole Life,26300,648000,15,Half-Yearly,Surrendered,Not Claimed,0,AG1062,2018-08-06,46-55,2018,2018-08
LIC104470,35,Male,Chandigarh,Chandigarh,Endowment,18500,297000,12,Quarterly,Matured,Claimed,85000,AG1058,2021-07-15,26-35,2021,2021-07
LIC104471,33,Female,Hyderabad,Telangana,Money Back,39000,417000,30,Yearly,Active,Not Claimed,0,AG1172,2023-03-27,26-35,2023,2023-03
LIC104472,61,Male,Indore,Madhya Pradesh,ULIP,97900,2409000,20,Half-Yearly,Active,Not Claimed,0,AG1252,2022-09-13,56-65,2022,2022-09
LIC104473,56,Male,Kochi,Kerala,Endowment,75700,979000,15,Quarterly,Surrendered,Not Claimed,0,AG1137,2023-09-23,56-65,2023,2023-09
LIC104474,31,Female,Nagpur,Maharashtra,Endowment,29200,437000,25,Yearly,Surrendered,Not Claimed,0,AG1238,2021-04-12,26-35,2021,2021-04
LIC104475,41,Male,Kochi,Kerala,Term,16600,155000,15,Monthly,Active,Not Claimed,0,AG1006,2018-07-17,36-45,2018,2018-07
LIC104476,43,Male,Indore,Madhya Pradesh,Pension,64400,637000,25,Yearly,Lapsed,Not Claimed,0,AG1275,2020-05-06,36-45,2020,2020-05
LIC104477,41,Male,Patna,Bihar,Term,16200,189000,12,Yearly,Active,Not Claimed,0,AG1086,2018-10-29,36-45,2018,2018-10
LIC104478,59,Female,Kanpur,Uttar Pradesh,Whole Life,39800,689000,10,Half-Yearly,Active,Not Claimed,0,AG1148,2023-06-02,56-65,2023,2023-06
LIC104479,40,Male,Chandigarh,Chandigarh,Endowment,36400,636000,12,Half-Yearly,Active,Not Claimed,0,AG1064,2025-11-14,36-45,2025,2025-11
LIC104480,42,Female,Ahmedabad,Gujarat,Endowment,33600,615000,15,Quarterly,Active,Not Claimed,0,AG1155,2026-02-25,36-45,2026,2026-02
LIC104481,47,Male,Coimbatore,Tamil Nadu,Whole Life,26700,479000,12,Single Premium,Active,Claimed,461000,AG1135,2019-02-09,46-55,2019,2019-02
LIC104482,52,Male,Varanasi,Uttar Pradesh,Term,28300,465000,10,Monthly,Active,Not Claimed,0,AG1118,2025-08-01,46-55,2025,2025-08
LIC104483,49,Female,Surat,Gujarat,Money Back,42200,913000,30,Half-Yearly,Active,Not Claimed,0,AG1024,2025-07-22,46-55,2025,2025-07
LIC104484,45,Male,Jaipur,Rajasthan,ULIP,83200,1987000,25,Yearly,Active,Not Claimed,0,AG1264,2020-09-20,36-45,2020,2020-09
LIC104485,22,Male,Varanasi,Uttar Pradesh,Pension,55500,699000,20,Single Premium,Active,Not Claimed,0,AG1011,2020-04-25,18-25,2020,2020-04
LIC104486,34,Male,Lucknow,Uttar Pradesh,Term,28200,288000,25,Yearly,Surrendered,Claimed,225000,AG1066,2024-01-04,26-35,2024,2024-01
LIC104487,48,Male,Bhopal,Madhya Pradesh,Pension,69800,1063000,25,Yearly,Matured,Not Claimed,0,AG1263,2022-10-14,46-55,2022,2022-10
LIC104488,42,Male,Varanasi,Uttar Pradesh,Whole Life,40200,340000,20,Monthly,Active,Not Claimed,0,AG1024,2021-11-12,36-45,2021,2021-11
LIC104489,48,Male,Mumbai,Maharashtra,Pension,53600,1234000,15,Quarterly,Matured,Not Claimed,0,AG1141,2020-05-19,46-55,2020,2020-05
LIC104490,60,Male,Varanasi,Uttar Pradesh,Money Back,108700,1313000,25,Monthly,Active,Not Claimed,0,AG1231,2022-04-17,56-65,2022,2022-04
LIC104491,26,Male,Jaipur,Rajasthan,Money Back,37200,645000,15,Yearly,Active,Not Claimed,0,AG1088,2018-12-12,26-35,2018,2018-12
LIC104492,52,Male,Surat,Gujarat,Pension,33300,332000,10,Yearly,Surrendered,Not Claimed,0,AG1116,2018-06-05,46-55,2018,2018-06
LIC104493,35,Male,Mumbai,Maharashtra,Pension,51700,900000,15,Yearly,Active,Not Claimed,0,AG1280,2022-01-05,26-35,2022,2022-01
LIC104494,49,Female,Bhopal,Madhya Pradesh,Money Back,31900,276000,15,Yearly,Active,Not Claimed,0,AG1038,2020-07-25,46-55,2020,2020-07
LIC104495,39,Female,Bengaluru,Karnataka,Endowment,58500,1233000,25,Half-Yearly,Active,Not Claimed,0,AG1199,2022-12-30,36-45,2022,2022-12
LIC104496,62,Male,Patna,Bihar,Endowment,68100,1651000,20,Monthly,Active,Not Claimed,0,AG1266,2018-05-22,56-65,2018,2018-05
LIC104497,40,Male,Delhi,Delhi,Endowment,42200,558000,25,Quarterly,Active,Not Claimed,0,AG1158,2018-04-14,36-45,2018,2018-04
LIC104498,32,Female,Kanpur,Uttar Pradesh,Endowment,32800,406000,20,Monthly,Surrendered,Claimed,152000,AG1231,2021-05-23,26-35,2021,2021-05
LIC104499,44,Male,Jaipur,Rajasthan,Endowment,48500,757000,12,Yearly,Active,Not Claimed,0,AG1283,2018-04-18,36-45,2018,2018-04
LIC104500,43,Male,Surat,Gujarat,Pension,44000,816000,20,Monthly,Matured,Not Claimed,0,AG1286,2025-01-28,36-45,2025,2025-01
LIC104501,52,Female,Bhopal,Madhya Pradesh,Term,27000,303000,10,Yearly,Matured,Not Claimed,0,AG1128,2021-06-06,46-55,2021,2021-06
LIC104502,44,Male,Mumbai,Maharashtra,Whole Life,38800,840000,15,Yearly,Active,Not Claimed,0,AG1207,2026-03-03,36-45,2026,2026-03
LIC104503,66,Male,Indore,Madhya Pradesh,Term,56200,639000,20,Quarterly,Active,Claimed,574000,AG1258,2019-09-19,66+,2019,2019-09
LIC104504,38,Female,Nagpur,Maharashtra,Endowment,38400,311000,20,Monthly,Active,Not Claimed,0,AG1264,2026-04-02,36-45,2026,2026-04
LIC104505,38,Female,Ahmedabad,Gujarat,Term,17100,289000,25,Quarterly,Active,Not Claimed,0,AG1145,2018-07-27,36-45,2018,2018-07
LIC104506,32,Male,Ahmedabad,Gujarat,Endowment,40200,400000,12,Quarterly,Active,Claimed,217000,AG1048,2025-07-12,26-35,2025,2025-07
LIC104507,40,Male,Bhopal,Madhya Pradesh,ULIP,53400,1061000,20,Yearly,Surrendered,Not Claimed,0,AG1064,2019-12-28,36-45,2019,2019-12
LIC104508,42,Male,Mumbai,Maharashtra,Pension,69400,753000,10,Monthly,Lapsed,Not Claimed,0,AG1189,2022-03-25,36-45,2022,2022-03
LIC104509,42,Female,Patna,Bihar,Endowment,42100,922000,15,Yearly,Active,Not Claimed,0,AG1141,2022-10-29,36-45,2022,2022-10
LIC104510,40,Male,Ahmedabad,Gujarat,Money Back,66300,1061000,15,Yearly,Active,Not Claimed,0,AG1228,2022-10-23,36-45,2022,2022-10
LIC104511,32,Male,Lucknow,Uttar Pradesh,Money Back,42400,747000,15,Monthly,Active,Not Claimed,0,AG1107,2019-12-19,26-35,2019,2019-12
LIC104512,29,Female,Coimbatore,Tamil Nadu,Pension,41900,468000,10,Yearly,Active,Not Claimed,0,AG1130,2021-11-29,26-35,2021,2021-11
LIC104513,35,Male,Patna,Bihar,ULIP,42300,444000,15,Yearly,Matured,Not Claimed,0,AG1151,2018-06-30,26-35,2018,2018-06
LIC104514,52,Male,Hyderabad,Telangana,Money Back,58000,1086000,20,Yearly,Matured,Not Claimed,0,AG1213,2019-10-03,46-55,2019,2019-10
LIC104515,54,Male,Patna,Bihar,Whole Life,37100,458000,15,Monthly,Active,Not Claimed,0,AG1223,2022-12-28,46-55,2022,2022-12
LIC104516,38,Male,Chandigarh,Chandigarh,Pension,49900,727000,15,Monthly,Active,Not Claimed,0,AG1016,2022-09-05,36-45,2022,2022-09
LIC104517,29,Male,Mumbai,Maharashtra,Term,15200,245000,15,Monthly,Active,Not Claimed,0,AG1141,2026-05-07,26-35,2026,2026-05
LIC104518,38,Female,Ahmedabad,Gujarat,Endowment,42800,509000,30,Quarterly,Active,Not Claimed,0,AG1258,2023-04-04,36-45,2023,2023-04
LIC104519,62,Female,Pune,Maharashtra,Pension,53100,1143000,25,,Active,Not Claimed,0,AG1114,2021-11-11,56-65,2021,2021-11
LIC104520,50,Male,Kochi,Kerala,ULIP,89800,2153000,15,Yearly,Active,Not Claimed,0,AG1026,2023-12-04,46-55,2023,2023-12
LIC104521,45,Male,Pune,Maharashtra,Money Back,49300,756000,15,Single Premium,Active,Not Claimed,0,AG1286,2019-04-16,36-45,2019,2019-04
LIC104522,50,Male,Kolkata,West Bengal,Money Back,40500,956000,15,Monthly,Active,Not Claimed,0,AG1038,2022-08-31,46-55,2022,2022-08
LIC104523,56,Male,Indore,Madhya Pradesh,Endowment,49900,1148000,10,Monthly,Active,Not Claimed,0,AG1025,2018-01-04,56-65,2018,2018-01
LIC104524,26,Male,Coimbatore,Tamil Nadu,Money Back,36900,399000,12,Yearly,Active,Not Claimed,0,AG1052,2023-08-04,26-35,2023,2023-08
LIC104525,35,Female,Ahmedabad,Gujarat,Whole Life,30000,328000,12,Quarterly,Active,Not Claimed,0,AG1091,2024-02-24,26-35,2024,2024-02
LIC104526,33,Male,Jaipur,Rajasthan,Endowment,32100,517000,10,Quarterly,Active,Not Claimed,0,AG1138,2024-03-01,26-35,2024,2024-03
LIC104527,45,Male,Chandigarh,Chandigarh,Whole Life,19700,334000,20,Half-Yearly,Active,Not Claimed,0,AG1209,2021-11-02,36-45,2021,2021-11
LIC104528,41,Male,Bengaluru,Karnataka,Pension,41200,569000,15,Monthly,Active,Not Claimed,0,AG1061,2025-03-06,36-45,2025,2025-03
LIC104529,47,Male,Coimbatore,Tamil Nadu,Term,19900,265000,10,Yearly,Matured,Not Claimed,0,AG1111,2019-08-06,46-55,2019,2019-08
LIC104530,33,Male,Patna,Bihar,Money Back,29300,449000,25,Quarterly,Active,Not Claimed,0,AG1258,2019-08-27,26-35,2019,2019-08
LIC104531,54,Male,Chandigarh,Chandigarh,Endowment,64900,1281000,25,Half-Yearly,Active,Not Claimed,0,AG1135,2022-02-06,46-55,2022,2022-02
LIC104532,38,Male,Coimbatore,Tamil Nadu,Whole Life,29100,275000,25,Yearly,Surrendered,Claimed,179000,AG1060,2025-06-28,36-45,2025,2025-06
LIC104533,47,Female,Delhi,Delhi,Endowment,81200,1630000,15,Monthly,Active,Not Claimed,0,AG1189,2022-09-17,46-55,2022,2022-09
LIC104534,52,Male,Ahmedabad,Gujarat,Whole Life,30900,734000,10,Single Premium,Active,Not Claimed,0,AG1113,2025-02-28,46-55,2025,2025-02
LIC104535,51,Male,Coimbatore,Tamil Nadu,Pension,59500,1248000,10,Half-Yearly,Active,Not Claimed,0,AG1027,2019-08-02,46-55,2019,2019-08
LIC104536,43,Male,Hyderabad,Telangana,Endowment,42500,478000,12,Single Premium,Active,Not Claimed,0,AG1001,2020-06-27,36-45,2020,2020-06
LIC104537,48,Female,Chandigarh,Chandigarh,Pension,62800,596000,10,Monthly,Active,Not Claimed,0,AG1214,2024-10-19,46-55,2024,2024-10
LIC104538,58,Male,Pune,Maharashtra,Micro Insurance,10300,168000,25,Half-Yearly,Active,Not Claimed,0,AG1086,2023-10-12,56-65,2023,2023-10
LIC104539,45,Male,Coimbatore,Tamil Nadu,Term,23900,580000,30,Quarterly,Active,Not Claimed,0,AG1155,2025-02-13,36-45,2025,2025-02
LIC104540,31,Male,Pune,Maharashtra,Endowment,23800,522000,20,Yearly,Active,Not Claimed,0,AG1080,2023-06-18,26-35,2023,2023-06
LIC104541,45,Female,Delhi,Delhi,Pension,61800,1086000,20,Half-Yearly,Matured,Not Claimed,0,AG1060,2020-01-13,36-45,2020,2020-01
LIC104542,39,Male,Pune,Maharashtra,Pension,37900,395000,20,Half-Yearly,Active,Not Claimed,0,AG1036,2022-08-14,36-45,2022,2022-08
LIC104543,18,Male,Kolkata,West Bengal,Term,16500,332000,20,Yearly,Active,Not Claimed,0,AG1291,2018-06-24,18-25,2018,2018-06
LIC104544,44,Male,Coimbatore,Tamil Nadu,Term,24200,528000,30,Quarterly,Active,Not Claimed,0,AG1289,2020-07-15,36-45,2020,2020-07
LIC104545,40,Male,Varanasi,Uttar Pradesh,Term,13900,332000,20,Monthly,Lapsed,Not Claimed,0,AG1175,2025-04-10,36-45,2025,2025-04
LIC104546,52,Male,Chennai,Tamil Nadu,Micro Insurance,10000,184000,10,Half-Yearly,Lapsed,Not Claimed,0,AG1089,2023-07-24,46-55,2023,2023-07
LIC104547,31,Male,Chandigarh,Chandigarh,Term,16300,273000,10,Half-Yearly,Lapsed,Not Claimed,0,AG1059,2022-10-30,26-35,2022,2022-10
LIC104548,22,Female,Patna,Bihar,Money Back,66100,1225000,20,Quarterly,Active,Not Claimed,0,AG1061,2026-07-05,18-25,2026,2026-07
LIC104549,41,Male,Chennai,Tamil Nadu,Pension,52500,1262000,15,Half-Yearly,Active,Not Claimed,0,AG1242,2026-06-13,36-45,2026,2026-06
LIC104550,43,Male,Indore,Madhya Pradesh,Term,31800,594000,25,Single Premium,Active,Not Claimed,0,AG1283,2018-06-14,36-45,2018,2018-06
LIC104551,40,Male,Varanasi,Uttar Pradesh,Whole Life,44500,551000,20,Yearly,Active,Not Claimed,0,AG1225,2020-07-16,36-45,2020,2020-07
LIC104552,39,Male,Chandigarh,Chandigarh,Endowment,37100,698000,20,Monthly,Active,Not Claimed,0,AG1222,2024-02-07,36-45,2024,2024-02
LIC104553,27,Male,Jaipur,Rajasthan,Pension,33300,764000,5,Monthly,Surrendered,Not Claimed,0,AG1090,2021-12-06,26-35,2021,2021-12
LIC104554,37,Female,Chennai,Tamil Nadu,Endowment,44400,783000,15,Single Premium,Active,Not Claimed,0,AG1015,2018-10-30,36-45,2018,2018-10
LIC104555,35,Other,Nagpur,Maharashtra,Whole Life,25500,422000,15,Yearly,Active,Not Claimed,0,AG1185,2022-10-01,26-35,2022,2022-10
LIC104556,51,Male,Coimbatore,Tamil Nadu,Whole Life,55700,1140000,20,Yearly,Active,Not Claimed,0,AG1204,2020-04-27,46-55,2020,2020-04
LIC104557,43,Male,Bengaluru,Karnataka,Endowment,43000,827000,15,Quarterly,Active,Not Claimed,0,AG1041,2024-04-12,36-45,2024,2024-04
LIC104558,36,Male,Nagpur,Maharashtra,Term,16700,150000,30,Yearly,Active,Not Claimed,0,AG1171,2020-07-16,36-45,2020,2020-07
LIC104559,58,Male,Ahmedabad,Gujarat,Endowment,36300,738000,20,Yearly,Active,Not Claimed,0,AG1268,2024-09-21,56-65,2024,2024-09
LIC104560,36,Male,Mumbai,Maharashtra,Endowment,47800,714000,20,Quarterly,Surrendered,Claimed,255000,AG1196,2018-01-14,36-45,2018,2018-01
LIC104561,45,Female,Lucknow,Uttar Pradesh,ULIP,41900,1005000,25,Half-Yearly,Active,Not Claimed,0,AG1250,2021-12-25,36-45,2021,2021-12
LIC104562,37,Female,Kochi,Kerala,ULIP,60300,1478000,30,Half-Yearly,Surrendered,Claimed,1201000,AG1195,2023-10-28,36-45,2023,2023-10
LIC104563,57,Male,Kanpur,Uttar Pradesh,Money Back,53500,836000,10,Half-Yearly,Active,Not Claimed,0,AG1230,2018-01-01,56-65,2018,2018-01
LIC104564,40,Male,Ahmedabad,Gujarat,Whole Life,25800,631000,20,Yearly,Active,Not Claimed,0,AG1096,2020-09-14,36-45,2020,2020-09
LIC104565,40,Female,Mumbai,Maharashtra,Whole Life,41600,553000,10,Yearly,Active,Not Claimed,0,AG1218,2025-10-05,36-45,2025,2025-10
LIC104566,37,Male,Bhopal,Madhya Pradesh,Pension,45500,892000,15,Yearly,Active,Not Claimed,0,AG1004,2025-11-13,36-45,2025,2025-11
LIC104567,41,Male,Ahmedabad,Gujarat,Endowment,29800,276000,10,Yearly,Active,Not Claimed,0,AG1005,2019-10-09,36-45,2019,2019-10
LIC104568,52,Male,Kanpur,Uttar Pradesh,Endowment,77900,815000,20,Half-Yearly,Active,Not Claimed,0,AG1046,2024-11-18,46-55,2024,2024-11
LIC104569,48,Male,Kochi,Kerala,Endowment,37500,851000,15,Quarterly,Active,Not Claimed,0,AG1126,2024-12-17,46-55,2024,2024-12
LIC104570,39,Male,Chennai,Tamil Nadu,Money Back,43500,1009000,20,Yearly,Surrendered,Claimed,367000,AG1137,2023-02-12,36-45,2023,2023-02
LIC104571,58,Male,Pune,Maharashtra,Money Back,51800,883000,20,Half-Yearly,Active,Not Claimed,0,AG1136,2025-03-08,56-65,2025,2025-03
LIC104572,49,Female,Bhopal,Madhya Pradesh,Money Back,46900,646000,20,Monthly,Lapsed,Not Claimed,0,AG1189,2022-01-10,46-55,2022,2022-01
LIC104573,34,Male,Jaipur,Rajasthan,Term,20000,313000,12,Half-Yearly,Active,Not Claimed,0,AG1143,2019-12-09,26-35,2019,2019-12
LIC104574,24,Male,Surat,Gujarat,Whole Life,22900,522000,25,Monthly,Active,Not Claimed,0,AG1073,2021-08-22,18-25,2021,2021-08
LIC104575,34,Female,Kanpur,Uttar Pradesh,Endowment,67400,781000,15,Yearly,Active,Not Claimed,0,AG1178,2019-08-26,26-35,2019,2019-08
LIC104576,44,Male,Bhopal,Madhya Pradesh,Term,26100,340000,15,Quarterly,Matured,Not Claimed,0,AG1226,2025-10-02,36-45,2025,2025-10
LIC104577,46,Male,Nagpur,Maharashtra,Endowment,54300,1159000,30,Quarterly,Active,Not Claimed,0,AG1278,2019-02-02,46-55,2019,2019-02
LIC104578,54,Male,Indore,Madhya Pradesh,Endowment,35500,848000,12,Single Premium,Active,Not Claimed,0,AG1238,2023-06-05,46-55,2023,2023-06
LIC104579,27,Male,Delhi,Delhi,Money Back,27400,262000,15,Yearly,Active,Not Claimed,0,AG1094,2024-09-04,26-35,2024,2024-09
LIC104580,34,Male,Bengaluru,Karnataka,Endowment,50500,1094000,20,Yearly,Active,Not Claimed,0,AG1197,2020-01-19,26-35,2020,2020-01
LIC104581,26,Female,Lucknow,Uttar Pradesh,Money Back,20500,389000,10,Half-Yearly,Lapsed,Not Claimed,0,AG1064,2018-01-14,26-35,2018,2018-01
LIC104582,24,Male,Jaipur,Rajasthan,Money Back,39600,472000,15,Yearly,Active,Not Claimed,0,AG1150,2021-04-08,18-25,2021,2021-04
LIC104583,32,Male,Varanasi,Uttar Pradesh,Endowment,28900,603000,20,Yearly,Active,Not Claimed,0,AG1141,2023-11-27,26-35,2023,2023-11
LIC104584,43,Male,Ahmedabad,Gujarat,Term,15500,316000,12,Half-Yearly,Lapsed,Not Claimed,0,AG1231,2023-01-28,36-45,2023,2023-01
LIC104585,47,Male,Lucknow,Uttar Pradesh,Pension,37000,385000,15,Single Premium,Active,Not Claimed,0,AG1245,2023-09-22,46-55,2023,2023-09
LIC104586,29,Female,Coimbatore,Tamil Nadu,Endowment,45000,744000,20,Monthly,Active,Not Claimed,0,AG1277,2025-11-12,26-35,2025,2025-11
LIC104587,30,Male,Bengaluru,Karnataka,Endowment,57400,1199000,20,Single Premium,Active,Not Claimed,0,AG1031,2024-08-02,26-35,2024,2024-08
LIC104588,19,Male,Kolkata,West Bengal,Term,19800,223000,20,Quarterly,Lapsed,Not Claimed,0,AG1038,2019-04-20,18-25,2019,2019-04
LIC104589,41,Female,Bengaluru,Karnataka,Money Back,43900,697000,25,Half-Yearly,Surrendered,Not Claimed,0,AG1039,2021-01-03,36-45,2021,2021-01
LIC104590,31,Male,Kanpur,Uttar Pradesh,Money Back,37700,379000,15,Monthly,Active,Not Claimed,0,AG1164,2023-05-05,26-35,2023,2023-05
LIC104591,57,Female,Chandigarh,Chandigarh,Money Back,55100,728000,20,Half-Yearly,Matured,Not Claimed,0,AG1267,2024-12-27,56-65,2024,2024-12
LIC104592,44,Male,Surat,Gujarat,Whole Life,37900,444000,20,Half-Yearly,Active,Not Claimed,0,AG1069,2025-11-22,36-45,2025,2025-11
LIC104593,37,Male,Bengaluru,Karnataka,Term,8600,143000,12,Single Premium,Active,Not Claimed,0,AG1290,2020-06-15,36-45,2020,2020-06
LIC104594,32,Female,Bhopal,Madhya Pradesh,Endowment,54100,563000,30,Single Premium,Active,Not Claimed,0,AG1229,2023-10-29,26-35,2023,2023-10
LIC104595,23,Female,Jaipur,Rajasthan,Pension,60100,872000,25,Single Premium,Active,Not Claimed,0,AG1261,2022-09-04,18-25,2022,2022-09
LIC104596,24,Male,Bhopal,Madhya Pradesh,Pension,43400,550000,12,Quarterly,Active,Not Claimed,0,AG1020,2023-07-04,18-25,2023,2023-07
LIC104597,32,Male,Surat,Gujarat,Term,10400,215000,20,Single Premium,Lapsed,Not Claimed,0,AG1063,2019-05-09,26-35,2019,2019-05
LIC104598,31,Male,Delhi,Delhi,Money Back,38500,766000,20,Quarterly,Active,Not Claimed,0,AG1170,2023-01-26,26-35,2023,2023-01
LIC104599,28,Male,Kochi,Kerala,Endowment,46000,442000,15,Yearly,Surrendered,Claimed,415000,AG1013,2021-07-06,26-35,2021,2021-07
LIC104600,43,Female,Varanasi,Uttar Pradesh,Term,17400,421000,25,Monthly,Active,Not Claimed,0,AG1137,2024-12-26,36-45,2024,2024-12
LIC104601,45,Male,Bhopal,Madhya Pradesh,Endowment,49600,1025000,20,Half-Yearly,Active,Not Claimed,0,AG1224,2025-04-27,36-45,2025,2025-04
LIC104602,34,Male,Chennai,Tamil Nadu,Term,24300,449000,20,Single Premium,Active,Not Claimed,0,AG1094,2020-04-27,26-35,2020,2020-04
LIC104603,60,Female,Kanpur,Uttar Pradesh,Whole Life,76300,1230000,10,Single Premium,Active,Not Claimed,0,AG1177,2023-11-29,56-65,2023,2023-11
LIC104604,20,Male,Kanpur,Uttar Pradesh,Money Back,37500,413000,15,Yearly,Matured,Not Claimed,0,AG1156,2023-01-20,18-25,2023,2023-01
LIC104605,40,Male,Mumbai,Maharashtra,Term,20900,509000,15,Yearly,Active,Not Claimed,0,AG1121,2022-03-18,36-45,2022,2022-03
LIC104606,37,Female,Delhi,Delhi,Term,14600,119000,20,Monthly,Surrendered,Not Claimed,0,AG1171,2019-06-25,36-45,2019,2019-06
LIC104607,33,Female,Bengaluru,Karnataka,ULIP,45200,894000,20,Yearly,Surrendered,Claimed,714000,AG1198,2025-10-02,26-35,2025,2025-10
LIC104608,31,Female,Varanasi,Uttar Pradesh,Term,17300,288000,10,Half-Yearly,Active,Not Claimed,0,AG1169,2024-04-13,26-35,2024,2024-04
LIC104609,39,Male,Chandigarh,Chandigarh,Whole Life,43700,1020000,12,Monthly,Active,Not Claimed,0,AG1172,2025-04-08,36-45,2025,2025-04
LIC104610,37,Female,Varanasi,Uttar Pradesh,Endowment,54100,783000,15,Monthly,Active,Not Claimed,0,AG1157,2020-01-16,36-45,2020,2020-01
LIC104611,35,Male,Mumbai,Maharashtra,Money Back,61800,1039000,20,Monthly,Active,Not Claimed,0,AG1210,2021-11-19,26-35,2021,2021-11
LIC104612,25,Male,Varanasi,Uttar Pradesh,Endowment,27700,571000,20,Yearly,Active,Not Claimed,0,AG1281,2022-02-12,18-25,2022,2022-02
LIC104613,21,Female,Pune,Maharashtra,Term,12400,109000,15,Monthly,Active,Not Claimed,0,AG1196,2020-11-13,18-25,2020,2020-11
LIC104614,36,Male,Surat,Gujarat,Endowment,57900,517000,10,Half-Yearly,Active,Not Claimed,0,AG1270,2022-08-23,36-45,2022,2022-08
LIC104615,35,Female,Nagpur,Maharashtra,Term,27000,313000,12,Quarterly,Active,Not Claimed,0,AG1187,2025-11-29,26-35,2025,2025-11
LIC104616,37,Male,Varanasi,Uttar Pradesh,Endowment,43400,455000,12,Half-Yearly,Active,Not Claimed,0,AG1062,2019-11-25,36-45,2019,2019-11
LIC104617,38,Male,Surat,Gujarat,Whole Life,8900,100000,20,Yearly,Active,Not Claimed,0,AG1145,2018-08-29,36-45,2018,2018-08
LIC104618,33,Female,Nagpur,Maharashtra,Endowment,34100,634000,10,Yearly,Active,Not Claimed,0,AG1226,2019-11-27,26-35,2019,2019-11
LIC104619,37,Male,Kolkata,West Bengal,Term,20200,435000,15,Half-Yearly,Surrendered,Claimed,224000,AG1117,2021-10-07,36-45,2021,2021-10
LIC104620,30,Male,Pune,Maharashtra,Money Back,28000,680000,20,Half-Yearly,Active,Not Claimed,0,AG1206,2025-12-12,26-35,2025,2025-12
LIC104621,56,Male,Chandigarh,Chandigarh,Whole Life,39600,614000,30,Quarterly,Active,Not Claimed,0,AG1066,2024-07-28,56-65,2024,2024-07
LIC104622,30,Female,Patna,Bihar,Micro Insurance,10200,130000,30,Yearly,Lapsed,Not Claimed,0,AG1028,2018-04-04,26-35,2018,2018-04
LIC104623,35,Male,Kanpur,Uttar Pradesh,Money Back,53700,1218000,30,Quarterly,Lapsed,Not Claimed,0,AG1264,2022-10-10,26-35,2022,2022-10
LIC104624,31,Male,Bhopal,Madhya Pradesh,Money Back,45200,1010000,20,Monthly,Matured,Not Claimed,0,AG1221,2018-02-22,26-35,2018,2018-02
LIC104625,31,Male,Surat,Gujarat,Money Back,35400,659000,20,Yearly,Active,Claimed,644000,AG1010,2019-01-05,26-35,2019,2019-01
LIC104626,39,Female,Chennai,Tamil Nadu,Pension,43800,554000,20,Quarterly,Matured,Not Claimed,0,AG1277,2025-04-11,36-45,2025,2025-04
LIC104627,38,Female,Kochi,Kerala,Pension,61500,1442000,25,Yearly,Active,Not Claimed,0,AG1291,2022-01-08,36-45,2022,2022-01
LIC104628,34,Female,Bengaluru,Karnataka,Endowment,42300,467000,30,Quarterly,Matured,Claimed,293000,AG1004,2025-05-01,26-35,2025,2025-05
LIC104629,36,Male,Ahmedabad,Gujarat,Endowment,43200,378000,15,Yearly,Active,Not Claimed,0,AG1181,2023-01-27,36-45,2023,2023-01
LIC104630,31,Male,Bengaluru,Karnataka,Endowment,27200,586000,15,Monthly,Matured,Not Claimed,0,AG1085,2024-08-02,26-35,2024,2024-08
LIC104631,43,Male,Ahmedabad,Gujarat,Money Back,32300,568000,15,Quarterly,Surrendered,Not Claimed,0,AG1025,2023-10-10,36-45,2023,2023-10
LIC104632,62,Male,Kochi,Kerala,ULIP,85000,1036000,20,Quarterly,Active,Not Claimed,0,AG1020,2021-06-29,56-65,2021,2021-06
LIC104633,29,Male,Lucknow,Uttar Pradesh,Money Back,26400,512000,20,Yearly,Surrendered,Claimed,148000,AG1199,2020-01-30,26-35,2020,2020-01
LIC104634,43,Female,Varanasi,Uttar Pradesh,Term,21300,448000,25,Single Premium,Active,Not Claimed,0,AG1199,2020-02-15,36-45,2020,2020-02
LIC104635,39,Female,Chandigarh,Chandigarh,ULIP,61200,1368000,15,Half-Yearly,Active,Not Claimed,0,AG1096,2019-07-20,36-45,2019,2019-07
LIC104636,46,Male,Ahmedabad,Gujarat,ULIP,67200,860000,15,Yearly,Active,Not Claimed,0,AG1096,2021-04-19,46-55,2021,2021-04
LIC104637,47,Male,Patna,Bihar,Endowment,56200,474000,30,Yearly,Surrendered,Claimed,315000,AG1278,2020-12-05,46-55,2020,2020-12
LIC104638,41,Female,Kolkata,West Bengal,Whole Life,38300,638000,12,Single Premium,Active,Not Claimed,0,AG1049,2021-02-15,36-45,2021,2021-02
LIC104639,39,Male,Indore,Madhya Pradesh,Endowment,37000,834000,10,Yearly,Active,Not Claimed,0,AG1089,2026-08-31,36-45,2026,2026-08
LIC104640,34,Male,Kolkata,West Bengal,Pension,31800,367000,20,Monthly,Active,Not Claimed,0,AG1006,2022-04-16,26-35,2022,2022-04
LIC104641,31,Male,Indore,Madhya Pradesh,Pension,37600,570000,10,Yearly,Surrendered,Not Claimed,0,AG1146,2024-01-11,26-35,2024,2024-01
